,0,1,2
328,2.8408694,2.7211995,2.7007089
329,2.6840887,2.594061,2.604238
330,2.6080637,2.53331,2.5522218
331,2.688918,2.5986376,2.6075315
332,2.6452284,2.5669513,2.5827022
333,2.1008043,2.0564299,2.0386918
334,2.646511,2.5690331,2.5839605
335,2.1480627,2.1007888,2.1106124
336,2.146589,2.0994356,2.0979137
337,1.8223484,1.794622,1.7666523
338,2.15405,2.1063673,2.1342747
339,2.294429,2.2383215,2.2825704
340,2.6872737,2.5931883,2.6047368
341,2.19973,2.1492515,2.2015202
342,2.5547884,2.483201,2.506781
343,2.7395928,2.637026,2.637237
344,2.7202125,2.6204238,2.6253486
345,2.6817904,2.5946555,2.6041255
346,2.6948955,2.6020484,2.6104455
347,2.8576787,2.735352,2.711131
348,2.7195988,2.6200361,2.6249547
349,2.2172704,2.1657534,2.2151604
350,1.9053988,1.8727473,1.8337189
351,2.646747,2.5664177,2.5827262
352,2.651974,2.5689971,2.5851123
353,2.2417638,2.1888337,2.2211032
354,1.9877636,1.950166,1.9217345
355,2.7214684,2.6208477,2.6263194
356,2.724407,2.6233177,2.628169
357,2.8357496,2.7169194,2.6974292
358,2.9344742,2.799912,2.7589157
359,2.777865,2.6682615,2.6614285
360,2.297267,2.2409995,2.2819726
361,3.122302,2.957847,2.875915
362,2.3079257,2.251019,2.2930846
363,2.1811147,2.131743,2.185536
364,2.8259897,2.7087216,2.6914961
365,2.9172163,2.78541,2.7482142
366,2.7700987,2.6617332,2.65661
367,2.1871662,2.1375408,2.1536822
368,2.137313,2.0907567,2.0739455
369,2.710249,2.6133752,2.6192603
370,2.319048,2.2614825,2.3017716
371,2.1837022,2.1341848,2.1848311
372,2.7744288,2.6653552,2.6592562
373,2.0151231,1.9760121,1.9056934
374,2.1393292,2.092544,2.1137495
375,1.5610104,1.5487909,1.552478
376,2.6648095,2.5742412,2.590711
377,2.7363255,2.634956,2.6352448
378,2.084834,2.0412211,2.0906606
379,1.963879,1.9277214,1.8942058
380,2.8811407,2.7551076,2.7256737
381,1.8645474,1.8343132,1.8025237
382,1.8803463,1.8492049,1.8049176
383,2.3361802,2.2775874,2.3195047
384,2.8705165,2.7462053,2.7190948
385,2.2912555,2.2353382,2.2793245
386,2.7413185,2.63908,2.638226
387,2.8295043,2.71168,2.6936245
388,2.4660747,2.3997617,2.4304094
389,2.057418,2.01544,2.0652452
390,2.1786308,2.1295147,2.1456506
391,2.750505,2.6462011,2.644073
392,2.8145816,2.699113,2.684245
393,2.8116271,2.6966362,2.6823006
394,2.7150893,2.6169431,2.6218762
395,2.1666653,2.1182258,2.1475172
396,2.5655093,2.4932802,2.5175776
397,2.659617,2.57376,2.5888672
398,2.5756078,2.5027962,2.5199676
399,2.4463437,2.3811994,2.4149694
400,2.800539,2.6873913,2.6753871
401,3.007928,2.8616557,2.8047605
402,2.6538856,2.573122,2.587593
403,2.6786888,2.5886164,2.6003995
404,2.3217597,2.2640324,2.3042772
405,2.3204548,2.2627964,2.3062105
406,2.1323242,2.0860453,2.0764623
407,1.9818989,1.9447167,1.8933806
408,2.0521412,2.0105786,2.0251265
409,2.169396,2.1210213,2.0704055
410,1.8121239,1.7850071,1.7572124
411,1.9101372,1.877233,1.827588
412,2.3248525,2.266954,2.3026133
413,2.6733718,2.5868652,2.5985165
414,1.8118696,1.784727,1.7713081
415,2.682977,2.5968642,2.6054854
416,2.7858982,2.6750112,2.6663694
417,2.7634563,2.6565733,2.6523442
418,2.3397942,2.2809937,2.3201122
419,1.9073619,1.8746116,1.8290877
420,1.983652,1.9463414,1.9033227
421,2.3275084,2.2694383,2.3096652
422,2.7146375,2.6164908,2.6215415
423,1.8498662,1.8202379,1.8831857
424,2.0834906,2.0403204,1.9625765
425,2.63536,2.5568857,2.5754929
426,2.3397055,2.280911,2.3198578
427,2.84125,2.7215796,2.7007809
428,2.6889257,2.5964465,2.6064672
429,2.1460464,2.0988312,2.1303163
430,2.3913455,2.3294792,2.364788
431,2.213678,2.1624017,2.2025857
432,2.1085963,2.0638564,2.011195
433,2.0218458,1.9821697,1.9693171
434,2.6547904,2.5697074,2.5859942
435,2.737575,2.6405973,2.638361
436,2.0819287,2.0386455,2.0332613
437,2.651908,2.5692587,2.5851822
438,2.6797385,2.5861168,2.6001163
439,2.725811,2.624675,2.6290033
440,2.0869408,2.043537,1.9754698
441,2.0682712,2.0259156,1.9810076
442,2.1785004,2.129505,2.106052
443,2.0852385,2.041589,2.0953202
444,2.260059,2.2060328,2.239904
445,2.165908,2.1174414,2.1721017
446,2.3240402,2.266346,2.247342
447,2.010241,1.9714125,1.9042286
448,2.8434632,2.7234337,2.7021456
449,2.407054,2.3442562,2.377468
450,2.6720142,2.5862846,2.5978913
451,2.2411017,2.1882544,2.205398
452,1.927139,1.8932337,1.8388786
453,2.032875,1.9924463,2.0127096
454,2.5203943,2.450858,2.4749622
455,2.2073257,2.1565967,2.1377273
456,2.404562,2.3419151,2.3743348
457,2.6976953,2.6014233,2.6113687
458,1.9694396,1.9329636,1.8947215
459,1.1348634,1.1483775,1.0468343
460,2.3393548,2.2805872,2.3174596
461,2.7780712,2.6684775,2.661549
462,2.0513067,2.009725,2.0484757
463,1.5567069,1.5446805,1.5707339
464,2.6881003,2.5982342,2.6070619
465,1.8170452,1.7895803,1.780808
466,1.96457,1.9283897,1.8883883
467,2.1984448,2.1481414,2.1659956
468,1.981686,1.9443102,1.9652581
469,2.114039,2.0687168,2.1062536
470,2.3212457,2.2635484,2.3040638
471,1.8270371,1.7990174,1.7757093
472,2.7140718,2.6155317,2.6215067
473,2.0563116,2.0144482,2.0472841
474,1.9960527,1.9577485,2.0036266
475,2.3130631,2.2558541,2.2963917
476,2.2555058,2.201702,2.252761
477,2.2368162,2.184515,2.0997715
478,2.687023,2.5942369,2.6047854
479,2.817858,2.7018895,2.6860857
480,2.8429203,2.722927,2.7018948
481,2.1221507,2.0764642,2.071978
482,1.9034606,1.8708942,1.8425604
483,2.7956204,2.683339,2.6723146
484,2.8186157,2.70256,2.6866226
485,2.2296712,2.177588,2.1660714
486,2.1530995,2.1056318,2.0779903
487,1.8993616,1.8670492,1.8353984
488,2.8112102,2.6963267,2.6821308
489,2.806803,2.6927762,2.6793141
490,1.9902838,1.9525934,1.9039809
491,1.4433739,1.438165,1.4454317
492,2.0843103,2.040979,2.0025675
493,2.9009085,2.7717073,2.7380178
494,1.9956766,1.9576478,1.9148134
495,1.8801072,1.8489246,1.8240274
496,1.2102845,1.2192215,1.1442789
497,2.8219316,2.705316,2.6888294
498,2.1427093,2.095878,2.0625982
499,2.2371473,2.184585,2.1844788
500,2.8152988,2.6997218,2.6846704
501,2.7114477,2.613577,2.6197658
502,2.9393396,2.8040018,2.7619357
503,2.7404675,2.6368122,2.6382298
504,2.739683,2.6365006,2.6375299
505,2.6513739,2.5694032,2.5852237
506,2.664031,2.5760279,2.5911527
507,2.2096694,2.1586041,2.2086458
508,2.6507883,2.5721803,2.5863986
509,2.7084224,2.6109486,2.6179109
510,2.768736,2.660571,2.655723
511,1.9834554,1.9460256,1.9489
512,1.9551885,1.9195814,1.8748986
513,2.4416697,2.3768115,2.4080732
514,2.1902242,2.1404858,2.1322875
515,2.8005056,2.6872716,2.6756785
516,2.710823,2.6118941,2.6197662
517,2.858414,2.7359562,2.7116475
518,2.6689436,2.5829098,2.5955272
519,2.9689188,2.8289144,2.7804713
520,2.7746587,2.665556,2.6595573
521,2.291548,2.2356143,2.2792745
522,2.1738229,2.1248841,2.1794004
523,2.747026,2.6430411,2.642057
524,2.2375638,2.1848373,2.2335873
525,2.48941,2.4217048,2.452167
526,2.683339,2.5927334,2.6033535
527,2.710433,2.6150358,2.6199894
528,2.7783036,2.6706176,2.6617122
529,2.7044477,2.6087842,2.6157355
530,1.7738839,1.7490766,1.7117615
531,2.0219378,1.9823378,1.9408349
532,1.8854523,1.8539634,1.8246198
533,2.2776327,2.2229009,2.1362453
534,2.0788536,2.0357876,2.0185938
535,1.9440924,1.9091203,1.8739731
536,2.5107436,2.4417787,2.4675632
537,2.4963374,2.4282246,2.4566212
538,2.1098604,2.064915,2.0578446
539,2.2981734,2.2418804,2.2728462
540,1.8962772,1.8641893,1.8183658
541,2.4274611,2.363452,2.3943381
542,2.1340284,2.0877254,2.0508265
543,2.4657125,2.3994312,2.426608
544,1.897495,1.8652601,1.8455251
545,2.373104,2.312324,2.3484988
546,2.677433,2.58984,2.6008234
547,2.413246,2.3500824,2.3819678
548,2.5127623,2.443684,2.4669275
549,2.2550423,2.2012782,2.248143
550,2.3998907,2.3375173,2.3718486
551,2.2928836,2.237002,2.2343843
552,3.1040828,2.9425526,2.864522
553,2.4794886,2.4123797,2.441481
554,2.7143764,2.6161294,2.6214793
555,2.294757,2.2386324,2.2819414
556,2.1453948,2.09816,2.150199
557,2.163115,2.1149755,2.113389
558,2.7486987,2.6481547,2.6442533
559,2.7410378,2.637291,2.6385174
560,2.7767081,2.6672907,2.6606276
561,2.6611607,2.5776362,2.5912676
562,2.1937876,2.143683,2.1892428
563,2.4669313,2.4005792,2.4270253
564,2.713563,2.6153457,2.6210198
565,2.8492432,2.7283006,2.7059355
566,2.8910074,2.7633677,2.7317991
567,2.707046,2.6090002,2.6172962
568,2.7859583,2.6750588,2.6665726
569,2.268902,2.2143135,2.2601318
570,2.004724,1.9661967,1.9088594
571,2.64511,2.5642123,2.5813222
572,2.2801766,2.2249484,2.2591524
573,1.8777337,1.8466804,1.8261614
574,2.4075284,2.344697,2.3797946
575,2.1293383,2.0832286,2.0767245
576,2.4771914,2.4102125,2.4416823
577,2.4943638,2.4263654,2.4559724
578,2.100082,2.055605,2.0888019
579,1.9566624,1.9210193,1.8581057
580,2.2064424,2.1555662,2.2067976
581,2.669426,2.5824308,2.595489
582,2.3273306,2.2692728,2.3088384
583,2.0304432,1.9902937,1.9634774
584,2.6275506,2.5516353,2.5701356
585,1.9859657,1.9485359,1.8988984
586,2.0888371,2.0451477,2.037605
587,2.7674475,2.659501,2.6549406
588,2.7249255,2.6258392,2.628346
589,2.1626625,2.1144931,2.1328068
590,2.3117957,2.2547307,2.2712822
591,2.439999,2.375246,2.4045887
592,1.8353876,1.8068666,1.7845747
593,2.003174,1.9645649,1.9683104
594,2.0174294,1.9781666,1.912842
595,2.6686563,2.5821328,2.595169
596,2.02379,1.9840364,1.9576393
597,2.224347,2.1724107,2.220722
598,2.1567323,2.1090217,2.090662
599,2.5101569,2.441226,2.4672976
600,2.5178723,2.4485035,2.466648
601,2.1971545,2.146831,2.1987176
602,1.9709147,1.9344159,1.8733033
603,2.6728778,2.5872326,2.598517
604,2.1125746,2.0674372,2.0709016
605,2.6973252,2.604539,2.6120958
606,2.2611012,2.206973,2.2547078
607,1.4683368,1.4616129,1.4776839
608,2.6866317,2.5944624,2.6047769
609,1.8533396,1.8237791,1.7903166
610,2.1916308,2.1416569,2.186493
611,2.7411122,2.6433384,2.6405692
612,1.988015,1.9504231,1.9147564
613,2.2453527,2.192233,2.2158093
614,2.453822,2.388249,2.4157543
615,2.018736,1.9793978,1.913123
616,2.0536432,2.0119882,2.027554
617,1.8885244,1.8568708,1.8210335
618,2.3290153,2.270856,2.3107476
619,2.228371,2.1763449,2.1719456
620,2.6352513,2.5574713,2.5758953
621,2.7917976,2.680131,2.66996
622,2.8171422,2.7012844,2.6858528
623,2.8207293,2.704298,2.6880443
624,2.7235718,2.6272779,2.628912
625,2.6924129,2.6009188,2.6092317
626,2.152418,2.104947,2.0926998
627,2.1368845,2.0902975,2.0932484
628,2.1189294,2.0735345,2.034288
629,2.710691,2.6127324,2.619307
630,1.7678585,1.7433026,1.7439008
631,2.8899136,2.762485,2.731217
632,2.171241,2.1226456,2.1108649
633,1.8054987,1.7787875,1.7474351
634,2.1523454,2.104867,2.0968912
635,2.8561282,2.7340512,2.7100806
636,2.7111914,2.617856,2.6214848
637,2.8102155,2.6954417,2.681584
638,1.7329445,1.7104902,1.7048064
639,2.0851707,2.0417147,2.0290513
640,2.5718195,2.4992142,2.523241
641,2.9454107,2.8090963,2.7657614
642,2.6303353,2.5530233,2.5726128
643,1.9769928,1.9401207,1.8827114
644,2.644335,2.5660865,2.5820878
645,2.6566327,2.573347,2.5882723
646,2.7938304,2.6816697,2.6713214
647,2.8131151,2.697873,2.68348
648,2.8045776,2.6907105,2.6780322
649,2.6458027,2.5678334,2.5832162
650,2.8153877,2.6998034,2.6848063
651,2.7092793,2.6148276,2.6197858
652,2.9450233,2.808754,2.7655466
653,2.0585582,2.0168364,1.9530084
654,2.811781,2.6967597,2.6825256
655,2.7154865,2.6212258,2.6240873
656,2.6499002,2.5656652,2.582974
657,1.7907102,1.76482,1.7550523
658,2.2301002,2.177816,2.2277842
659,2.7299957,2.628854,2.6314735
660,2.8102381,2.695496,2.6816173
661,1.7130644,1.6918296,1.6746168
662,2.0062428,1.9676385,1.9054945
663,2.187345,2.137636,2.1793618
664,1.9593911,1.9234262,1.9162537
665,2.1820183,2.1326761,2.1571827
666,2.743206,2.642394,2.640346
667,2.3233798,2.265554,2.30648
668,2.6962612,2.602879,2.6112266
669,2.209612,2.158545,2.2103171
670,2.0021772,1.9637065,1.9397861
671,2.1819642,2.132677,2.1389587
672,2.0153065,1.9760878,1.9396205
673,1.4342884,1.4296309,1.433693
674,1.8040556,1.7773817,1.7631317
675,1.8201208,1.792443,1.7939593
676,2.1575537,2.1098485,2.0722923
677,2.396723,2.3345356,2.3698664
678,2.6400785,2.562162,2.579216
679,2.8226142,2.7058735,2.6892476
680,2.8144953,2.6990454,2.6841936
681,2.972992,2.832265,2.7829976
682,2.9106877,2.779921,2.7442322
683,2.850131,2.7290077,2.7064848
684,2.6391144,2.5625143,2.5789695
685,2.7292075,2.6275113,2.6310847
686,2.247488,2.1943128,2.192775
687,2.8115408,2.696569,2.6823287
688,2.2017293,2.1511586,2.193912
689,2.8686748,2.7445881,2.717928
690,2.7574196,2.6510677,2.6487331
691,2.5056124,2.4369473,2.4648771
692,2.3983133,2.336038,2.3688862
693,2.3261192,2.268332,2.2383862
694,1.6701632,1.65143,1.6548262
695,2.2135386,2.1624894,2.125978
696,1.9552709,1.9196742,1.8696346
697,2.8800325,2.7541308,2.724967
698,2.6976397,2.600813,2.611494
699,2.6599417,2.575296,2.5898318
700,2.780927,2.670826,2.6633549
701,2.4440615,2.3790631,2.4094672
702,2.7701287,2.6617475,2.6566195
703,2.876176,2.7508826,2.7225132
704,2.913113,2.7819467,2.7456489
705,2.8523157,2.7308302,2.7076359
706,2.8967488,2.7681901,2.7353706
707,2.8259878,2.708695,2.69146
708,2.9680758,2.8281426,2.779829
709,2.9907985,2.8472319,2.7939854
710,2.8126063,2.6974564,2.683001
711,2.8814118,2.7552638,2.7258797
712,2.7193112,2.6232433,2.6260495
713,2.7917533,2.6799247,2.670023
714,2.969253,2.8291187,2.780677
715,2.7273164,2.6262877,2.629765
716,1.8639191,1.8337508,1.7920105
717,2.5130103,2.4439008,2.4728785
718,2.6573153,2.5735493,2.5884807
719,2.7736125,2.6646833,2.6588097
720,2.1031427,2.058493,2.0883403
